"year","causeOfDeath","sex","deaths"
2009,"All certain conditions originating in the perinatal period","Females",285
2009,"All certain conditions originating in the perinatal period","Total",654
2010,"All certain conditions originating in the perinatal period","Males",370
2010,"All certain conditions originating in the perinatal period","Females",246
2010,"All certain conditions originating in the perinatal period","Total",616
2011,"All certain conditions originating in the perinatal period","Males",348
2011,"All certain conditions originating in the perinatal period","Females",264
2011,"All certain conditions originating in the perinatal period","Total",612
2012,"All certain conditions originating in the perinatal period","Males",281
2012,"All certain conditions originating in the perinatal period","Females",231
2012,"All certain conditions originating in the perinatal period","Total",512
2013,"All certain conditions originating in the perinatal period","Males",295
2013,"All certain conditions originating in the perinatal period","Females",264
2013,"All certain conditions originating in the perinatal period","Total",559
2014,"All certain conditions originating in the perinatal period","Males",286
2014,"All certain conditions originating in the perinatal period","Females",257
2014,"All certain conditions originating in the perinatal period","Total",543
1968,"All congenital malformations, deformations and chromosomal abnormalities","Males",633
1968,"All congenital malformations, deformations and chromosomal abnormalities","Females",577
1968,"All congenital malformations, deformations and chromosomal abnormalities","Total",1210
1969,"All congenital malformations, deformations and chromosomal abnormalities","Males",651
1969,"All congenital malformations, deformations and chromosomal abnormalities","Females",592
1969,"All congenital malformations, deformations and chromosomal abnormalities","Total",1243
1970,"All congenital malformations, deformations and chromosomal abnormalities","Males",727
1970,"All congenital malformations, deformations and chromosomal abnormalities","Females",566
1970,"All congenital malformations, deformations and chromosomal abnormalities","Total",1293
1971,"All congenital malformations, deformations and chromosomal abnormalities","Males",656
1971,"All congenital malformations, deformations and chromosomal abnormalities","Females",624
1971,"All congenital malformations, deformations and chromosomal abnormalities","Total",1280
1972,"All congenital malformations, deformations and chromosomal abnormalities","Males",692
1972,"All congenital malformations, deformations and chromosomal abnormalities","Females",630
1972,"All congenital malformations, deformations and chromosomal abnormalities","Total",1322
1973,"All congenital malformations, deformations and chromosomal abnormalities","Males",627
1973,"All congenital malformations, deformations and chromosomal abnormalities","Females",567
1973,"All congenital malformations, deformations and chromosomal abnormalities","Total",1194
1974,"All congenital malformations, deformations and chromosomal abnormalities","Males",656
1974,"All congenital malformations, deformations and chromosomal abnormalities","Females",608
1974,"All congenital malformations, deformations and chromosomal abnormalities","Total",1264
1975,"All congenital malformations, deformations and chromosomal abnormalities","Males",591
1975,"All congenital malformations, deformations and chromosomal abnormalities","Females",502
1975,"All congenital malformations, deformations and chromosomal abnormalities","Total",1093
1976,"All congenital malformations, deformations and chromosomal abnormalities","Males",636
1976,"All congenital malformations, deformations and chromosomal abnormalities","Females",528
1976,"All congenital malformations, deformations and chromosomal abnormalities","Total",1164
1977,"All congenital malformations, deformations and chromosomal abnormalities","Males",605
1977,"All congenital malformations, deformations and chromosomal abnormalities","Females",506
1977,"All congenital malformations, deformations and chromosomal abnormalities","Total",1111
1978,"All congenital malformations, deformations and chromosomal abnormalities","Males",578
1978,"All congenital malformations, deformations and chromosomal abnormalities","Females",447
1978,"All congenital malformations, deformations and chromosomal abnormalities","Total",1025
1979,"All congenital malformations, deformations and chromosomal abnormalities","Males",516
1979,"All congenital malformations, deformations and chromosomal abnormalities","Females",469
1979,"All congenital malformations, deformations and chromosomal abnormalities","Total",985
1980,"All congenital malformations, deformations and chromosomal abnormalities","Males",490
1980,"All congenital malformations, deformations and chromosomal abnormalities","Females",419
1980,"All congenital malformations, deformations and chromosomal abnormalities","Total",909
1981,"All congenital malformations, deformations and chromosomal abnormalities","Males",518
1981,"All congenital malformations, deformations and chromosomal abnormalities","Females",419
1981,"All congenital malformations, deformations and chromosomal abnormalities","Total",937
1982,"All congenital malformations, deformations and chromosomal abnormalities","Males",565
1982,"All congenital malformations, deformations and chromosomal abnormalities","Females",487
1982,"All congenital malformations, deformations and chromosomal abnormalities","Total",1052
1983,"All congenital malformations, deformations and chromosomal abnormalities","Males",515
1983,"All congenital malformations, deformations and chromosomal abnormalities","Females",467
1983,"All congenital malformations, deformations and chromosomal abnormalities","Total",982
1984,"All congenital malformations, deformations and chromosomal abnormalities","Males",512
1984,"All congenital malformations, deformations and chromosomal abnormalities","Females",370
1984,"All congenital malformations, deformations and chromosomal abnormalities","Total",882
1985,"All congenital malformations, deformations and chromosomal abnormalities","Males",545
1985,"All congenital malformations, deformations and chromosomal abnormalities","Females",437
1985,"All congenital malformations, deformations and chromosomal abnormalities","Total",982
1986,"All congenital malformations, deformations and chromosomal abnormalities","Males",447
1986,"All congenital malformations, deformations and chromosomal abnormalities","Females",394
1986,"All congenital malformations, deformations and chromosomal abnormalities","Total",841
1987,"All congenital malformations, deformations and chromosomal abnormalities","Males",453
1987,"All congenital malformations, deformations and chromosomal abnormalities","Females",364
1987,"All congenital malformations, deformations and chromosomal abnormalities","Total",817
1988,"All congenital malformations, deformations and chromosomal abnormalities","Males",458
1988,"All congenital malformations, deformations and chromosomal abnormalities","Females",406
1988,"All congenital malformations, deformations and chromosomal abnormalities","Total",864
1989,"All congenital malformations, deformations and chromosomal abnormalities","Males",400
1989,"All congenital malformations, deformations and chromosomal abnormalities","Females",373
1989,"All congenital malformations, deformations and chromosomal abnormalities","Total",773
1990,"All congenital malformations, deformations and chromosomal abnormalities","Males",442
1990,"All congenital malformations, deformations and chromosomal abnormalities","Females",398
1990,"All congenital malformations, deformations and chromosomal abnormalities","Total",840
1991,"All congenital malformations, deformations and chromosomal abnormalities","Males",420
1991,"All congenital malformations, deformations and chromosomal abnormalities","Females",358
1991,"All congenital malformations, deformations and chromosomal abnormalities","Total",778
1992,"All congenital malformations, deformations and chromosomal abnormalities","Males",453
1992,"All congenital malformations, deformations and chromosomal abnormalities","Females",352
1992,"All congenital malformations, deformations and chromosomal abnormalities","Total",805
1993,"All congenital malformations, deformations and chromosomal abnormalities","Males",397
1993,"All congenital malformations, deformations and chromosomal abnormalities","Females",342
1993,"All congenital malformations, deformations and chromosomal abnormalities","Total",739
1994,"All congenital malformations, deformations and chromosomal abnormalities","Males",413
1994,"All congenital malformations, deformations and chromosomal abnormalities","Females",341
1994,"All congenital malformations, deformations and chromosomal abnormalities","Total",754
